Notes;block;trial_num;statement_1;statement_2;statement_3;statement_4;statement_5;true_statements;false_statements;ku_statements;probed_truth_value;n_answers;n_true_answers;n_false_answers;n_ku_answers
;6;92;1 is meer dan 2;3 is minder dan 4;;;;1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 2 ten opzichte van 1<br>is hetzelfde als<br>3 ten opzichte van 4, 3 ten opzichte van 4<br>is hetzelfde als<br>2 ten opzichte van 1, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1, 1 ten opzichte van 2<br>is hetzelfde als<br>4 ten opzichte van 3, 4 ten opzichte van 3<br>is hetzelfde als<br>1 ten opzichte van 2;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2;;ONWAAR;6;3;3;0
;6;93;1 is meer dan 2;3 is minder dan 4;;;;1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 2 ten opzichte van 1<br>is hetzelfde als<br>3 ten opzichte van 4, 3 ten opzichte van 4<br>is hetzelfde als<br>2 ten opzichte van 1, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1, 1 ten opzichte van 2<br>is hetzelfde als<br>4 ten opzichte van 3, 4 ten opzichte van 3<br>is hetzelfde als<br>1 ten opzichte van 2;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2;;ONWAAR;6;2;4;0
;6;94;1 is minder dan 2;3 is minder dan 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;1 ten opzichte van 2<br>is hetzelfde als<br>4 ten opzichte van 3, 2 ten opzichte van 1<br>is hetzelfde als<br>3 ten opzichte van 4, 4 ten opzichte van 3<br>is hetzelfde als<br>1 ten opzichte van 2, 3 ten opzichte van 4<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;WAAR;6;2;4;0
;6;95;1 is minder dan 2;3 is minder dan 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;1 ten opzichte van 2<br>is hetzelfde als<br>4 ten opzichte van 3, 2 ten opzichte van 1<br>is hetzelfde als<br>3 ten opzichte van 4, 4 ten opzichte van 3<br>is hetzelfde als<br>1 ten opzichte van 2, 3 ten opzichte van 4<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;ONWAAR;6;3;3;0
;6;96;1 is minder dan 2;3 is minder dan 4;;;;1 ten opzichte van 2<br>is hetzelfde als<br>3 ten opzichte van 4, 2 ten opzichte van 1<br>is hetzelfde als<br>4 ten opzichte van 3, 3 ten opzichte van 4<br>is hetzelfde als<br>1 ten opzichte van 2, 4 ten opzichte van 3<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;1 ten opzichte van 2<br>is hetzelfde als<br>4 ten opzichte van 3, 2 ten opzichte van 1<br>is hetzelfde als<br>3 ten opzichte van 4, 4 ten opzichte van 3<br>is hetzelfde als<br>1 ten opzichte van 2, 3 ten opzichte van 4<br>is hetzelfde als<br>2 ten opzichte van 1, 1 ten opzichte van 2 <br>is het tegenovergestelde van<br> 3 ten opzichte van 4, 2 ten opzichte van 1 <br>is het tegenovergestelde van<br> 4 ten opzichte van 3, 3 ten opzichte van 4 <br>is het tegenovergestelde van<br> 1 ten opzichte van 2, 4 ten opzichte van 3 <br>is het tegenovergestelde van<br> 2 ten opzichte van 1;;ONWAAR;6;1;5;0
;7;97;1 is hier;2 is daar;als hier daar is en daar hier is;;dan…;1 is daar, 2 is hier;1 is hier, 2 is daar;;WAAR;4;2;2;0
;7;98;1 is hier;2 is daar;als hier daar is en daar hier is;;dan…;1 is daar, 2 is hier;1 is hier, 2 is daar;;ONWAAR;4;2;2;0
;7;99;1 is hier nu;2 was daar dan;als hier daar is en daar hier is;;dan…;1 is daar nu, 2 was hier dan;1 is hier nu, 2 was daar dan, 1 was daar dan, 2 is hier nu;;ONWAAR;4;1;3;0
;7;100;1 is hier nu;2 was daar dan;als hier daar is en daar hier is;;dan…;1 is daar nu, 2 was hier dan;1 is hier nu, 2 was daar dan, 1 was daar dan, 2 is hier nu;;WAAR;4;2;2;0
;7;101;1 is hier nu;2 was daar dan;als nu dan is en dan nu is;;dan…;1 was hier dan, 2 is daar nu;1 is hier nu, 2 was daar dan, 1 was daar dan, 2 was hier dan;;ONWAAR;4;1;3;0
;7;102;1 is hier nu;2 was daar dan;als nu dan is en dan nu is;;dan…;1 was hier dan, 2 is daar nu;1 is hier nu, 1 was daar dan, 1 is daar nu, 2 was daar dan, 2 was hier dan, 2 is hier nu;;ONWAAR;4;2;2;0
;7;103;1 is hier nu;2 was daar dan;als hier daar is en daar hier is;en als 1 2 is en 2 1 is;dan…;2 is daar nu, 1 was hier dan;2 was daar dan, 2 is hier nu, 2 was hier dan, 1 was daar dan, 1 is hier nu, 1 is daar nu;;WAAR;4;1;3;0
;7;104;1 is hier nu;2 was daar dan;als hier daar is en daar hier is;en als 1 2 is en 2 1 is;dan…;2 is daar nu, 1 was hier dan;2 was daar dan, 2 is hier nu, 2 was hier dan, 1 was daar dan, 1 is hier nu, 1 is daar nu;;ONWAAR;4;1;3;0
;7;105;1 is hier nu;2 was daar dan;als hier daar is en daar hier is;en als 1 2 is en 2 1 is;dan…;2 is daar nu, 1 was hier dan;2 was daar dan, 2 is hier nu, 2 was hier dan, 1 was daar dan, 1 is hier nu, 1 is daar nu;;ONWAAR;6;1;5;0
;7;106;1 is hier nu;2 was daar dan;als hier daar is en daar hier is;en als 1 2 is en 2 1 is;dan…;2 is daar nu, 1 was hier dan;2 was daar dan, 2 is hier nu, 2 was hier dan, 1 was daar dan, 1 is hier nu, 1 is daar nu;;WAAR;6;2;4;0
;7;107;1 is hier nu;2 was daar dan;als hier daar is en daar hier is;en als 1 2 is en 2 1 is;dan…;2 is daar nu, 1 was hier dan;2 was daar dan, 2 is hier nu, 2 was hier dan, 1 was daar dan, 1 is hier nu, 1 is daar nu;;ONWAAR;6;2;4;0
;7;108;1 is hier nu;2 was daar dan;als nu dan is en dan nu is;en als 1 2 is en 2 1 is;dan…;2 was hier dan, 1 is daar nu;2 is hier nu, 2 was daar dan, 2 was hier dan, 1 was daar dan, 1 was hier dan, 1 is hier nu;;ONWAAR;6;2;4;0
;7;109;1 is hier nu;2 was daar dan;als nu dan is en dan nu is;en als 1 2 is en 2 1 is;dan…;2 was hier dan, 1 is daar nu;2 is hier nu, 2 was daar dan, 2 was hier dan, 1 was daar dan, 1 was hier dan, 1 is hier nu;;WAAR;6;1;5;0
;7;110;1 is hier nu;2 was daar dan;als nu dan is en dan nu is;en als 1 2 is en 2 1 is;dan…;2 was hier dan, 1 is daar nu;2 is hier nu, 2 was daar dan, 2 was hier dan, 1 was daar dan, 1 was hier dan, 1 is hier nu;;ONWAAR;6;1;5;0
;7;111;1 is hier nu;2 was daar dan;als nu dan is en dan nu is;en als 1 2 is en 2 1 is;dan…;2 was hier dan, 1 is daar nu;2 is hier nu, 2 was daar dan, 2 was hier dan, 1 was daar dan, 1 was hier dan, 1 is hier nu;;ONWAAR;6;2;4;0
;7;112;1 is hier nu;2 was daar dan;als nu dan is en dan nu is;en als 1 2 is en 2 1 is;dan…;2 was hier dan, 1 is daar nu;2 is hier nu, 2 was daar dan, 2 was hier dan, 1 was daar dan, 1 was hier dan, 1 is hier nu;;WAAR;6;2;4;0
;8;113;1 plus 2;is hetzelfde als;3 plus 4;1 is meer dan 3;;3 is minder dan 1, 4 is meer dan 2, 2 is minder dan 4;2 is hetzelfde als 4, 2 is meer dan 4, 4 is minder dan 2, 1 is minder dan 3, 3 is meer dan 1;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;ONWAAR;4;1;3;0
;8;114;1 plus 2;is hetzelfde als;3 plus 4;1 is meer dan 3;;3 is minder dan 1, 4 is meer dan 2, 2 is minder dan 4;2 is hetzelfde als 4, 2 is meer dan 4, 4 is minder dan 2, 1 is minder dan 3, 3 is meer dan 1;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;ONWAAR;4;2;2;0
;8;115;1 plus 2;is hetzelfde als;3 plus 4;1 is minder dan 3;;3 is meer dan 1, 4 is minder dan 2, 2 is meer dan 4;2 is hetzelfde als 4, 2 is minder dan 4, 4 is meer dan 2, 1 is meer dan 3, 3 is minder dan 1;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;WAAR;4;1;3;0
;8;116;1 plus 2;is hetzelfde als;3 plus 4;1 is minder dan 3;;3 is meer dan 1, 4 is minder dan 2, 2 is meer dan 4;2 is hetzelfde als 4, 2 is minder dan 4, 4 is meer dan 2, 1 is meer dan 3, 3 is minder dan 1;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;ONWAAR;4;2;2;0
;8;117;1 min 2;is hetzelfde als;3 min 4;1 is meer dan 3;;3 is minder dan 1, 2 is meer dan 4, 4 is minder dan 2;3 is meer dan 1, 1 is minder dan 3, 2 is minder dan 4, 4 is meer dan 2, 2 is hetzelfde als 4;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;ONWAAR;4;3;1;0
;8;118;1 min 2;is hetzelfde als;3 min 4;1 is meer dan 3;;3 is minder dan 1, 2 is meer dan 4, 4 is minder dan 2;3 is meer dan 1, 1 is minder dan 3, 2 is minder dan 4, 4 is meer dan 2, 2 is hetzelfde als 4;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;WAAR;4;2;2;0
;8;119;1 min 2;is hetzelfde als;3 min 4;1 is minder dan 3;;3 is meer dan 1, 2 is minder dan 4, 4 is meer dan 2;3 is minder dan 1, 1 is meer dan 3, 2 is meer dan 4, 4 is minder dan 2, 2 is hetzelfde als 4;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;ONWAAR;4;1;3;0
;8;120;1 min 2;is hetzelfde als;3 min 4;1 is minder dan 3;;3 is meer dan 1, 2 is minder dan 4, 4 is meer dan 2;3 is minder dan 1, 1 is meer dan 3, 2 is meer dan 4, 4 is minder dan 2, 2 is hetzelfde als 4;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;ONWAAR;4;2;2;0
;8;121;1 plus 2;is meer dan;3 plus 4;1 is hetzelfde als 3;;2 is meer dan 4, 4 is minder dan 2, 3 is hetzelfde als 1;2 is minder dan 4, 4 is meer dan 2, 2 is hetzelfde als 4, 4 is hetzelfde als 2, 3 is meer dan 1, 3 is minder dan 1;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;WAAR;6;3;3;0
;8;122;1 plus 2;is meer dan;3 plus 4;1 is hetzelfde als 3;;2 is meer dan 4, 4 is minder dan 2, 3 is hetzelfde als 1;2 is minder dan 4, 4 is meer dan 2, 2 is hetzelfde als 4, 4 is hetzelfde als 2, 3 is meer dan 1, 3 is minder dan 1;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;ONWAAR;6;1;5;0
;8;123;1 min 2;is meer dan;3 min 4;1 is hetzelfde als 3;;2 is minder dan 4, 4 is meer dan 2, 3 is hetzelfde als 1;2 is meer dan 4, 4 is minder dan 2, 2 is hetzelfde als 4, 4 is hetzelfde als 2, 3 is meer dan 1, 3 is minder dan 1;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;ONWAAR;6;1;5;0
;8;124;1 min 2;is meer dan;3 min 4;1 is hetzelfde als 3;;2 is minder dan 4, 4 is meer dan 2, 3 is hetzelfde als 1;2 is meer dan 4, 4 is minder dan 2, 2 is hetzelfde als 4, 4 is hetzelfde als 2, 3 is meer dan 1, 3 is minder dan 1;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;WAAR;6;2;4;0
;8;125;1 plus 2;is minder dan;3 plus 4;2 is hetzelfde als 4;;1 is minder dan 3, 3 is meer dan 1, 4 is hetzelfde als 2;1 is meer dan 3, 3 is minder dan 1, 1 is hetzelfde als 3, 3 is hetzelfde als 1, 4 is meer dan 2, 2 is minder dan 4, 4 is minder dan 2, 2 is meer dan 4;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;ONWAAR;6;2;4;0
;8;126;1 plus 2;is minder dan;3 plus 4;2 is hetzelfde als 4;;1 is minder dan 3, 3 is meer dan 1, 4 is hetzelfde als 2;1 is meer dan 3, 3 is minder dan 1, 1 is hetzelfde als 3, 3 is hetzelfde als 1, 4 is meer dan 2, 2 is minder dan 4, 4 is minder dan 2, 2 is meer dan 4;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;ONWAAR;6;2;4;0
;8;127;1 min 2;is minder dan;3 min 4;2 is hetzelfde als 4;;1 is minder dan 3, 3 is meer dan 1, 4 is hetzelfde als 2;1 is meer dan 3, 3 is minder dan 1, 1 is hetzelfde als 3, 3 is hetzelfde als 1, 4 is meer dan 2, 2 is minder dan 4, 4 is minder dan 2, 2 is meer dan 4;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;WAAR;6;3;3;0
;8;128;1 min 2;is minder dan;3 min 4;2 is hetzelfde als 4;;1 is minder dan 3, 3 is meer dan 1, 4 is hetzelfde als 2;1 is meer dan 3, 3 is minder dan 1, 1 is hetzelfde als 3, 3 is hetzelfde als 1, 4 is meer dan 2, 2 is minder dan 4, 4 is minder dan 2, 2 is meer dan 4;1 is meer dan 4, 4 is meer dan 1, 1 is minder dan 4, 4 is minder dan 1, 2 is hetzelfde als 3, 3 is meer dan 2, 2 is minder dan 3, 3 is minder dan 2, 2 is meer dan 3;ONWAAR;6;1;5;0
